HOMO,LUMO,dipolemoment,H_T1_S1,H_T1_S0,f,density_Pt,CT_S1,R_EH _S1a,LAMBDA_S1,R_EH _S1b,CT_S2,R_EH _S2a,LAMBDA_S2,R_EH _S2b,CT_S3,R_EH _S3a,LAMBDA_S3,R_EH _S3b,CT_T1,R_EH _T1a,LAMBDA_T1,R_EH _T1b,CT_T2,R_EH _T2a,LAMBDA_T2,R_EH _T2b,CT_T3,R_EH _T3a,LAMBDA_T3,R_EH _T3b,coor_bond_type (1),coor_bond_type (2),coor_bond_type (3),coor_bond_type (4),coor_bond_length (1),coor_bond_length (2),coor_bond_length (3),coor_bond_length (4),density_coor (1),density_coor (2),density_coor (3),density_coor (4),Calc_lambda,refractive index,lambda
-0.240982095,-0.097258731,2.23184222,63.95,193.64,-7.94,14.12127971,0.8087,0.688,3.955,0.7368,0.8247,0.6151,4.2327,1.3897,0.7984,0.6892,3.9914,0.2645,0.6937,0.6943,3.4932,0.766,0.7499,0.7303,3.9125,1.0208,0.748,0.6015,3.8612,1.7308,1,2,2,4,1.91116352,2.056603997,2.090884263,2.48335519,4.841318725,5.324790588,5.324713211,8.10499609,518.798062,1.4448,481
-0.221703564,-0.100455359,18.6856941,3.6,9.76,-8.15,14.12128616,0.8953,0.5069,6.3092,4.3712,0.8626,0.4758,5.0265,3.0509,0.8698,0.2505,5.27,3.9977,0.8062,0.5188,5.5714,3.8407,0.7844,0.5157,4.5442,2.5447,0.7466,0.5645,4.4321,2.1239,1,2,1,2,1.925454232,1.97796006,2.025607069,2.176206332,4.842994486,5.324677564,4.840881076,5.324948976,552.6462396,1.4448,521
-0.171220853,-0.043969043,3.2368525,0.02,0.24,-7.36,14.12128353,0.891,0.5501,4.4598,2.0957,0.9166,0.5672,4.5642,1.4305,0.9091,0.1566,4.9256,4.4031,0.8466,0.5491,4.306,2.1135,0.8343,0.5681,4.2699,1.4065,0.7307,0.6693,3.673,1.0254,1,1,2,2,1.959176358,1.959176358,2.102028782,2.102028782,4.84041423,4.840414309,5.325590549,5.325590549,534.1581194,1.406,486
-0.240501786,-0.096840284,4.68133509,50.99,213.73,-8.62,14.1212792,0.8002,0.6461,3.7825,0.8453,0.846,0.5512,4.1212,1.6491,0.8082,0.7007,3.8863,0.4097,0.6955,0.653,3.4074,0.8519,0.7498,0.692,3.6677,0.6153,0.7737,0.5747,3.8347,1.2774,1,2,2,4,1.913021171,2.049353557,2.096145272,2.480072781,4.841247494,5.324832074,5.324814837,8.104993707,516.7054196,1.4448,484
-0.202349457,-0.061460305,10.73888164,20.86,101.74,-7.37,14.12128248,0.9474,0.5381,5.3229,2.8452,0.8865,0.5883,4.8369,1.8507,0.8839,0.6806,5.1662,1.6245,0.7406,0.5954,4.2331,2.148,0.8258,0.5976,4.3725,1.9421,0.8601,0.5968,4.8916,1.9344,1,1,2,2,1.975726702,1.986762442,2.158305354,2.173625773,4.840266102,4.840404508,5.325270009,5.324812013,469.3200914,1.4448,450
-0.230409572,-0.106916556,17.0127554,30.44,351.07,-6.96,14.12127991,0.8579,0.5101,4.6027,3.0362,0.8462,0.4725,4.3231,1.6551,0.831,0.3732,4.0914,2.3538,0.8124,0.5147,4.3103,2.986,0.7564,0.5517,4.0498,1.3968,0.7121,0.61,3.7703,1.8721,1,2,2,4,1.973638771,1.976072873,2.121343442,2.399301148,4.840990961,5.324519766,5.325125691,8.10500866,582.5479897,1.4448,562
-0.230466699,-0.091656486,12.76140201,24.2,201.44,-7.68,14.12128548,0.828,0.639,4.0473,1.1628,0.8633,0.5788,4.3807,2.2241,0.846,0.5857,3.5437,1.5255,0.7241,0.6368,3.6354,1.1727,0.7627,0.5845,3.8944,1.8204,0.7878,0.6005,3.8558,1.3147,1,1,2,2,1.992983191,2.028991375,2.06924624,2.098054813,4.841034879,4.840945223,5.324850772,5.324804806,528.6268491,1.4448,492
-0.234075962,-0.102499138,17.44339543,284.39,50.99,-8.39,14.12127897,0.8834,0.5531,5.1674,3.2114,0.8728,0.65,4.8465,1.7735,0.8564,0.2308,4.5312,3.5401,0.7163,0.6006,4.007,2.3623,0.8313,0.6053,4.7566,2.3675,0.7786,0.6111,4.3475,1.8548,2,1,2,4,1.96844812,2.008023406,2.185807631,2.38090844,5.324477049,4.840960706,5.324983786,8.10500391,567.4304097,1.4448,530
-0.218264696,-0.072015822,14.71033163,48.61,174.32,-8.18,14.12127849,0.7642,0.7608,3.5859,0.9849,0.8205,0.6262,3.9364,0.7243,0.7994,0.2586,3.3472,2.3534,0.6867,0.7647,3.3282,0.978,0.7716,0.6543,3.8149,1.9774,0.7168,0.6252,3.5875,1.6208,1,2,2,4,1.944000257,2.034958722,2.068901641,2.493009827,4.841104387,5.324663295,5.324558341,8.104986519,525.1099978,1.4448,470
-0.216905552,-0.086437234,6.53898119,17.04,173.95,-7.4,14.12128234,0.84,0.6,4.224,0.8964,0.9079,0.5609,5.3924,2.747,0.9218,0.5587,4.6628,1.9343,0.7272,0.602,3.6763,0.834,0.789,0.5818,4.4134,2.0204,0.7458,0.6504,3.7679,0.3074,1,2,2,2,1.933641384,2.01095624,2.026313154,2.072767474,4.840651552,5.324647467,5.324089396,5.324979745,567.7447713,1.4448,517
-0.221893472,-0.087020905,7.04012599,5.4,16.81,-8.07,14.12128121,0.8667,0.5758,5.3161,2.5145,0.9361,0.3024,5.9663,4.5035,0.8041,0.2916,4.3382,2.0148,0.7191,0.6021,4.4743,1.6317,0.8509,0.3505,5.0896,3.887,0.6561,0.7158,3.4995,0.1256,1,1,2,2,1.952921913,2.009340688,2.082189713,2.082189713,4.841356233,4.843174054,5.324740091,5.324741017,505.6683794,1.4448,484
